clusx clusy plot tree stem spec.1 spec.2 spec.3 spec.4 dbh health.id origi.1 stumpd totalh boleh 
214 159 2 3 1 BRK-ZAN Brackenridgea-zanguebarica XXX XXX 1.1 1 N 1.9 2 -1
214 159 2 4 1 GAR-TER Gardenia-ternifolia XXX XXX 5 1 N -1 -1 -1
214 159 2 5 1 GAR-TER Gardenia-ternifolia XXX XXX 8.7 1 N -1 -1 -1
214 159 2 6 1 GAR-TER Gardenia-ternifolia XXX XXX 6 1 N -1 -1 -1
214 159 2 7 1 VAN-MAD Vangueria-madagascariensis XXX XXX 5 1 N -1 -1 -1
214 159 2 8 1 JUL-GLO Julbernardia-globiflora XXX XXX 22.5 1 N 26.7 15 6
214 159 2 9 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 7.5 1 N -1 -1 -1
214 159 2 10 1 MAR-DIS Margaritaria-discoidea XXX XXX 7.3 1 N -1 -1 -1
214 159 2 10 2 MAR-DIS Margaritaria-discoidea XXX XXX 9.6 1 N -1 -1 -1
214 159 2 11 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 6.5 1 N -1 -1 -1
214 159 2 11 2 DIP-CON Diplorhynchus-condylocarpon XXX XXX 8.5 1 N 10.9 6.5 -1
214 159 2 12 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 45 1 N -1 -1 6
214 159 2 13 1 BRK-ZAN Brackenridgea-zanguebarica XXX XXX 5 1 N -1 -1 -1
214 159 2 14 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 10 1 N -1 -1 -1
214 159 2 15 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 16 1 N -1 -1 -1
214 159 2 16 1 JUL-GLO Julbernardia-globiflora XXX XXX 14 1 N 18 9 -1
214 159 2 17 1 DSP-FIS Diospyros-fischeri XXX XXX 10.5 1 N -1 -1 -1
214 159 2 18 1 PTR-ANG Pterocarpus-angolensis XXX XXX 20.6 1 N -1 -1 9
214 159 2 19 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 20.5 1 N -1 -1 1.5
214 159 1 1 1 STR-INN Strychnos-innocua XXX XXX 3.9 6 N -1 -1 -1
214 159 1 2 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 12 1 N 18 6 -1
214 159 1 3 1 BRK-ZAN Brackenridgea-zanguebarica XXX XXX 12.5 1 N -1 -1 -1
214 159 1 4 1 CTN-SPI Catunaregam-spinosa XXX XXX 4.4 7 N -1 -1 -1
214 159 1 5 1 BPH Baphiopsis-sp. XXX XXX 6.5 1 N -1 -1 -1
214 159 1 6 1 JUL-GLO Julbernardia-globiflora XXX XXX 37.2 1 N -1 -1 6.5
214 159 1 7 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 12 1 N 13.9 6.5 -1
214 159 1 8 1 BPH Baphiopsis-sp. XXX XXX 23.5 1 N -1 -1 5
214 159 1 8 2 BPH Baphiopsis-sp. XXX XXX 15.5 1 N -1 -1 -1
214 159 1 8 3 BPH Baphiopsis-sp. XXX XXX 12.3 1 N -1 -1 -1
214 159 1 9 1 BPH Baphiopsis-sp. XXX XXX 10.2 1 N -1 -1 -1
214 159 1 10 1 BPH Baphiopsis-sp. XXX XXX 11.6 1 N 14.5 10.5 -1
214 159 1 11 1 BPH Baphiopsis-sp. XXX XXX 13.7 1 N -1 -1 -1
214 159 1 12 1 JUL-GLO Julbernardia-globiflora XXX XXX 33.3 1 N -1 -1 8
214 159 1 13 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 26.5 1 N -1 -1 6
214 159 1 14 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 26 1 N -1 -1 7
214 159 1 15 1 JUL-GLO Julbernardia-globiflora XXX XXX 35 1 N 44.1 18 9
205 147 1 1 1 SPI-AFR Spirostachys-africana XXX XXX 14 1 N -1 -1 -1
205 147 1 1 2 SPI-AFR Spirostachys-africana XXX XXX 13 1 N -1 -1 -1
205 147 1 1 3 SPI-AFR Spirostachys-africana XXX XXX 16.5 1 N -1 -1 -1
205 147 1 2 1 SPI-AFR Spirostachys-africana XXX XXX 16.5 1 N -1 -1 -1
205 147 1 3 1 LNN-SCH Lannea-schweinfurthii XXX XXX 26.5 1 N 32 16 3.5
205 147 1 4 1 ECL-DIV Euclea-divinorum XXX XXX 6.2 1 N -1 -1 -1
205 147 1 5 1 SPI-AFR Spirostachys-africana XXX XXX 18 1 N -1 -1 -1
205 147 1 5 2 SPI-AFR Spirostachys-africana XXX XXX 16.2 1 N -1 -1 -1
205 147 1 6 1 SPI-AFR Spirostachys-africana XXX XXX 10 1 N -1 -1 -1
205 147 1 7 1 SPI-AFR Spirostachys-africana XXX XXX 15 1 N 18 7 -1
205 147 1 8 1 BRH-SPI Brachystegia-spiciformis XXX XXX 16 1 N -1 -1 -1
205 147 1 9 1 FIC-SUR Ficus-sur XXX XXX 22 1 N -1 -1 5.5
205 147 1 9 2 FIC-SUR Ficus-sur XXX XXX 23 1 N -1 -1 5.5
205 147 1 9 3 FIC-SUR Ficus-sur XXX XXX 22.2 1 N -1 -1 5.5
205 147 2 1 1 SPI-AFR Spirostachys-africana XXX XXX 15.5 1 N 17 13.5 -1
205 147 2 2 1 GRW Grewia-sp. XXX XXX 2.2 1 N -1 -1 -1
205 147 2 2 2 GRW Grewia-sp. XXX XXX 1.8 1 N -1 -1 -1
205 147 2 3 1 GRW Grewia-sp. XXX XXX 3 1 N -1 -1 -1
205 147 2 3 2 GRW Grewia-sp. XXX XXX 2.1 1 N -1 -1 -1
205 147 2 4 1 GRW-SIM Grewia-similis XXX XXX 1.1 1 N 3 2 -1
205 147 2 4 2 GRW-SIM Grewia-similis XXX XXX 1.2 1 N -1 -1 -1
205 147 2 5 1 SPI-AFR Spirostachys-africana XXX XXX 22 1 N -1 -1 3
205 147 2 6 1 MYS Mystroxylon-sp. XXX XXX 1.3 1 N -1 -1 -1
205 147 2 6 2 MYS Mystroxylon-sp. XXX XXX 5.2 1 N -1 -1 -1
205 147 2 7 1 SPI-AFR Spirostachys-africana XXX XXX 20 1 N 23 16 3.5
205 147 2 8 1 FIC-SUR Ficus-sur XXX XXX 13.5 1 N -1 -1 -1
205 147 2 9 1 FIC-SUR Ficus-sur XXX XXX 7.3 1 N -1 -1 -1
205 147 2 10 1 MYS Mystroxylon-sp. XXX XXX 18.5 1 N -1 -1 -1
205 147 2 11 1 SPI-AFR Spirostachys-africana XXX XXX 16.2 1 N -1 -1 -1
205 147 2 12 1 SPI-AFR Spirostachys-africana XXX XXX 5 7 N -1 -1 -1
205 147 2 13 1 SPI-AFR Spirostachys-africana XXX XXX 7.3 7 N -1 -1 -1
205 147 2 14 1 SPI-AFR Spirostachys-africana XXX XXX 25.5 1 N -1 -1 3.5
205 147 2 15 1 MYS Mystroxylon-sp. XXX XXX 13.1 1 N -1 -1 -1
205 147 2 16 1 MYS Mystroxylon-sp. XXX XXX 11.3 1 N -1 -1 -1
205 147 2 17 1 MYS Mystroxylon-sp. XXX XXX 12 1 N -1 -1 -1
205 147 2 18 1 SPI-AFR Spirostachys-africana XXX XXX 20.3 1 N -1 -1 5
205 147 2 19 1 SPI-AFR Spirostachys-africana XXX XXX 22.2 1 N 33 13 3.5
205 147 2 20 1 SPI-AFR Spirostachys-africana XXX XXX 34 1 N -1 -1 2.5
205 147 3 1 1 HRR-ABY Harrisonia-abyssinica XXX XXX 1 1 N -1 -1 -1
205 147 3 1 2 HRR-ABY Harrisonia-abyssinica XXX XXX 3 1 N -1 -1 -1
205 147 3 2 1 SPI-AFR Spirostachys-africana XXX XXX 19 1 N -1 -1 -1
205 147 3 2 2 SPI-AFR Spirostachys-africana XXX XXX 23 1 N 29 8 2
205 147 3 3 1 SPI-AFR Spirostachys-africana XXX XXX 17 1 N -1 -1 -1
205 147 3 4 1 SPI-AFR Spirostachys-africana XXX XXX 2.6 1 N -1 -1 -1
205 147 3 4 2 SPI-AFR Spirostachys-africana XXX XXX 2 1 N -1 -1 -1
205 147 3 5 1 ACA-ROB Acacia-robusta XXX XXX 42 1 N -1 -1 4
205 147 3 6 1 HRR-ABY Harrisonia-abyssinica XXX XXX 8.3 1 N 19 6 -1
205 147 3 6 2 HRR-ABY Harrisonia-abyssinica XXX XXX 7.3 1 N -1 -1 -1
205 147 3 6 3 HRR-ABY Harrisonia-abyssinica XXX XXX 6.3 7 N 10 -1 -1
205 147 3 7 1 ZIZ-MUC Ziziphus-mucronata XXX XXX 7.3 1 N -1 -1 -1
205 147 3 8 1 ZIZ-MUC Ziziphus-mucronata XXX XXX 7.2 1 N -1 -1 -1
205 147 3 8 2 ZIZ-MUC Ziziphus-mucronata XXX XXX 6.1 1 N -1 -1 -1
205 147 3 9 1 LNN-SCH Lannea-schweinfurthii XXX XXX 26.3 1 N 28 10 3.5
205 147 4 1 1 SPI-AFR Spirostachys-africana XXX XXX 1.1 1 N -1 -1 -1
205 147 4 1 2 SPI-AFR Spirostachys-africana XXX XXX 1.1 1 N -1 -1 -1
205 147 4 1 3 SPI-AFR Spirostachys-africana XXX XXX 1.1 1 N -1 -1 -1
205 147 4 2 1 SPI-AFR Spirostachys-africana XXX XXX 2.8 1 N -1 -1 -1
205 147 4 3 1 SPI-AFR Spirostachys-africana XXX XXX 2.3 1 N 3.5 3 -1
205 147 4 4 1 SPI-AFR Spirostachys-africana XXX XXX 1.5 1 N -1 -1 -1
205 147 4 5 1 SPI-AFR Spirostachys-africana XXX XXX 1.6 1 N -1 -1 -1
205 147 4 6 1 SPI-AFR Spirostachys-africana XXX XXX 1.8 1 C -1 -1 -1
205 147 4 7 1 SPI-AFR Spirostachys-africana XXX XXX 1.6 1 C -1 -1 -1
205 147 4 8 1 SPI-AFR Spirostachys-africana XXX XXX 2.3 1 C 4 3 -1
205 147 4 9 1 COM-AFR Commiphora-africana XXX XXX 9.5 1 N -1 -1 -1
205 147 4 10 1 SCL-BIR Sclerocarya-birrea XXX XXX 10 1 N -1 -1 -1
205 147 5 1 1 ACA-ROB Acacia-robusta XXX XXX 7 1 N -1 -1 -1
205 147 5 1 2 ACA-ROB Acacia-robusta XXX XXX 7.1 1 N -1 -1 -1
205 147 5 1 3 ACA-ROB Acacia-robusta XXX XXX 7.3 1 N 16.5 6 -1
205 147 5 2 1 ACA-ROB Acacia-robusta XXX XXX 6.7 1 N -1 -1 -1
205 147 5 3 1 SCL-BIR Sclerocarya-birrea XXX XXX 5.8 1 N -1 -1 -1
205 147 5 4 1 GRW-SIM Grewia-similis XXX XXX 14 1 N -1 -1 -1
205 147 6 1 1 CAP-TOM Capparis-tomentosa XXX XXX 1.1 1 N -1 -1 -1
205 147 6 1 2 CAP-TOM Capparis-tomentosa XXX XXX 1 1 N 2 2 -1
205 147 6 2 1 GRW Grewia-sp. XXX XXX 1 1 N -1 -1 -1
205 147 6 2 2 GRW Grewia-sp. XXX XXX 1 1 N -1 -1 -1
205 147 6 3 1 GRW Grewia-sp. XXX XXX 1.1 1 N -1 -1 -1
205 147 6 3 2 GRW Grewia-sp. XXX XXX 2.1 1 N -1 -1 -1
205 147 6 3 3 GRW Grewia-sp. XXX XXX 1.8 1 N 3.4 3 -1
205 147 6 4 1 GRW Grewia-sp. XXX XXX 1.3 1 N -1 -1 -1
205 147 6 5 1 GRW-SIM Grewia-similis XXX XXX 1.8 1 N -1 -1 -1
205 147 6 6 1 RHA Rhamnus-sp. XXX XXX 1 1 N -1 -1 -1
205 147 6 7 1 SCL-BIR Sclerocarya-birrea XXX XXX 72.3 1 N -1 -1 7
205 147 6 8 1 GRW Grewia-sp. XXX XXX 5.3 1 N 7 6 -1
205 147 6 9 1 GRW Grewia-sp. XXX XXX 5.2 1 N -1 -1 -1
205 147 6 10 1 SCL-BIR Sclerocarya-birrea XXX XXX 53 1 N -1 -1 6
205 147 6 11 1 THS-DAN Thespesia-danis XXX XXX 10.7 1 N -1 -1 -1
205 147 6 12 1 THS-DAN Thespesia-danis XXX XXX 7 1 N -1 -1 -1
205 147 7 1 1 LNN-SCH Lannea-schweinfurthii XXX XXX 28 1 N 29 7 3
205 147 7 2 1 GRW-SIM Grewia-similis XXX XXX 7.3 1 N -1 -1 -1
205 147 7 3 1 GRW-SIM Grewia-similis XXX XXX 10 1 N -1 -1 -1
205 147 7 4 1 CMB-ZEY Combretum-zeyheri XXX XXX 10.3 1 N -1 -1 -1
205 147 7 5 1 GRW-SIM Grewia-similis XXX XXX 6 6 N -1 -1 -1
205 147 7 6 1 GRW-SIM Grewia-similis XXX XXX 5.2 1 N -1 -1 -1
205 147 7 7 1 GRW-SIM Grewia-similis XXX XXX 8.3 1 N 10 5 -1
205 147 7 8 1 CMB-ZEY Combretum-zeyheri XXX XXX 15.2 1 N -1 -1 -1
205 147 7 9 1 CMB-ZEY Combretum-zeyheri XXX XXX 18 1 N -1 -1 -1
205 147 7 10 1 ACA-ROB Acacia-robusta XXX XXX 12 1 N -1 -1 -1
205 147 8 1 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 33 1 N -1 -1 6
205 147 8 2 1 COM-AFR Commiphora-africana XXX XXX 6.2 1 N 6.5 4 -1
205 147 8 3 1 MLT-MIC Millettia-micans XXX XXX 12 1 N -1 -1 -1
205 147 8 3 2 MLT-MIC Millettia-micans XXX XXX 8.3 1 N -1 -1 -1
205 147 8 4 1 MLT-MIC Millettia-micans XXX XXX 13 1 N -1 -1 -1
205 147 8 5 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 25 1 N -1 -1 4
205 147 8 6 1 GRW-SIM Grewia-similis XXX XXX 16 7 N -1 -1 -1
205 147 8 7 1 TER-SER Terminalia-sericea XXX XXX 12.2 1 N -1 -1 -1
205 147 8 8 1 TER Terminalia-sp. XXX XXX 28 7 N -1 -1 -1
205 147 8 9 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 33.2 1 N 40 15 5.5
205 147 8 10 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 39 1 N -1 -1 7
205 147 9 1 1 COF Coffea-sp. XXX XXX 1.3 1 N -1 -1 -1
205 147 9 2 1 COF Coffea-sp. XXX XXX 1 1 N -1 -1 -1
205 147 9 3 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 1.8 1 N -1 -1 -1
205 147 9 4 1 COF Coffea-sp. XXX XXX 1.8 1 N 2.5 2.6 -1
205 147 9 4 2 COF Coffea-sp. XXX XXX 1.2 1 N -1 -1 -1
205 147 9 5 1 COF Coffea-sp. XXX XXX 4 1 N -1 -1 -1
205 147 9 5 2 COF Coffea-sp. XXX XXX 2 1 N -1 -1 -1
205 147 9 5 3 COF Coffea-sp. XXX XXX 3 1 N -1 -1 -1
205 147 9 5 4 COF Coffea-sp. XXX XXX 2.5 1 N 4 4 -1
205 147 9 6 1 COF Coffea-sp. XXX XXX 5 1 N -1 -1 -1
205 147 9 7 1 COF Coffea-sp. XXX XXX 5.5 1 N -1 -1 -1
205 147 9 8 1 COF Coffea-sp. XXX XXX 5 1 N -1 -1 -1
205 147 9 9 1 COF Coffea-sp. XXX XXX 8 1 N -1 -1 -1
205 147 9 10 1 COF Coffea-sp. XXX XXX 5 1 N 9 4.5 -1
205 147 9 11 1 CTN-SPI Catunaregam-spinosa XXX XXX 10.2 1 N -1 -1 -1
205 147 9 11 2 CTN-SPI Catunaregam-spinosa XXX XXX 10 1 N -1 -1 -1
205 147 9 12 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 23 1 N -1 -1 1.5
205 147 9 13 1 DAL Dalbergia-sp. XXX XXX 35 1 N -1 -1 4.5
205 147 9 14 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 18 1 N 20 9 -1
205 147 9 15 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 26.5 1 N -1 -1 4.5
205 147 9 16 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 20.5 1 N -1 -1 3.5
205 147 10 1 1 ACA-ROB Acacia-robusta XXX XXX 8 1 N -1 -1 -1
205 147 10 2 1 COM-AFR Commiphora-africana XXX XXX 11 1 N -1 -1 -1
205 147 10 3 1 STR-INN Strychnos-innocua XXX XXX 59 1 N 80.5 18.5 12
205 147 10 4 1 CMB-COL Combretum-collinum XXX XXX 26 1 N -1 -1 3
205 147 10 5 1 CMB-COL Combretum-collinum XXX XXX 14 1 N -1 -1 -1
205 147 10 6 1 MLT-MIC Millettia-micans XXX XXX 34 1 N -1 -1 4.5
205 147 10 7 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 20 1 N -1 -1 2
205 147 10 8 1 BRH-SPI Brachystegia-spiciformis XXX XXX 55 7 N -1 -1 -1
191 180 10 1 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 7.4 1 N -1 -1 -1
191 180 10 2 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 8.8 1 N -1 -1 -1
191 180 10 2 2 DIP-CON Diplorhynchus-condylocarpon XXX XXX 7.2 1 N -1 -1 -1
191 180 10 3 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 7.3 1 N -1 -1 -1
191 180 10 4 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 10.4 1 N 12.6 6 -1
191 180 10 5 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 11.5 1 N -1 -1 -1
191 180 10 6 1 BRH-MIC Brachystegia-microphylla XXX XXX 34.2 1 N -1 -1 11
191 180 10 7 1 BRH-MIC Brachystegia-microphylla XXX XXX 33 1 N -1 -1 8
191 180 10 8 1 CMB-MEL Combretum-melchiorianum XXX XXX 19.1 1 N -1 -1 -1
191 180 10 9 1 BRH-LON Brachystegia-longifolia XXX XXX 34.7 1 N 35.1 16 10
191 180 10 10 1 CMB-GRA Combretum-grandifolium XXX XXX 2 1 N -1 -1 -1
191 180 10 11 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 13.1 1 N -1 -1 -1
191 180 10 12 1 CMB-MEL Combretum-melchiorianum XXX XXX 16.2 1 N -1 -1 -1
191 180 10 13 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 15.2 1 N -1 -1 -1
191 180 9 1 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 4.2 1 N 5.6 3 -1
191 180 9 2 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 5.5 1 N -1 -1 -1
191 180 9 3 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 5.7 1 N -1 -1 -1
191 180 9 4 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 6.2 1 N -1 -1 -1
191 180 9 5 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 6.6 1 N -1 -1 -1
191 180 9 6 1 SCL-BIR Sclerocarya-birrea XXX XXX 13.3 1 N 15.4 8 -1
191 180 9 7 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 47 1 N -1 -1 2
191 180 9 8 1 BRH-LON Brachystegia-longifolia XXX XXX 45.6 1 N -1 -1 7
191 180 9 9 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 20.5 1 N -1 -1 1.5
191 180 9 10 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 12 1 N -1 -1 -1
191 180 9 11 1 SWA-MAD Swartzia-madagascariensis XXX XXX 54.4 1 N 52 15 5
191 180 9 12 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 10.8 1 N -1 -1 -1
191 180 9 13 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 19.7 7 N -1 -1 -1
191 180 8 1 1 KEE Keetia-sp. XXX XXX 5.7 1 N -1 -1 -1
191 180 8 2 1 GRW-TEN Grewia-tenax XXX XXX 2 1 N -1 -1 -1
191 180 8 3 1 BRH-MIC Brachystegia-microphylla XXX XXX 16 1 N -1 -1 -1
191 180 8 4 1 BRH-MIC Brachystegia-microphylla XXX XXX 31.3 1 N 37 16.5 7
191 180 8 5 1 BRH-MIC Brachystegia-microphylla XXX XXX 15.2 1 N -1 -1 -1
191 180 8 6 1 BRH-MIC Brachystegia-microphylla XXX XXX 14.5 1 N -1 -1 -1
191 180 8 7 1 BRH-MIC Brachystegia-microphylla XXX XXX 20.6 1 N -1 -1 10
191 180 8 8 1 BRH-MIC Brachystegia-microphylla XXX XXX 36.4 1 N -1 -1 6
191 180 8 9 1 BRH-MIC Brachystegia-microphylla XXX XXX 28.6 1 N 31.6 14 6
191 180 8 10 1 BRH-MIC Brachystegia-microphylla XXX XXX 26.4 1 N -1 -1 40
191 180 8 11 1 BRH-MIC Brachystegia-microphylla XXX XXX 25 1 N -1 -1 10
191 180 8 12 1 BRH-MIC Brachystegia-microphylla XXX XXX 27.5 1 N -1 -1 5
191 180 8 13 1 BRH-MIC Brachystegia-microphylla XXX XXX 32.1 1 N -1 -1 3.5
191 180 8 14 1 BRH-MIC Brachystegia-microphylla XXX XXX 34.2 1 N 43.5 16 5
191 180 8 15 1 BRH-MIC Brachystegia-microphylla XXX XXX 42.4 1 N -1 -1 8
191 180 7 1 1 PVT Pavetta-sp. XXX XXX 1.5 1 N -1 -1 -1
191 180 7 2 1 PVT Pavetta-sp. XXX XXX 2.2 1 N -1 -1 -1
191 180 7 3 1 PVT Pavetta-sp. XXX XXX 1.4 1 N -1 -1 -1
191 180 7 4 1 PVT Pavetta-sp. XXX XXX 2 1 N 23 4 -1
191 180 7 5 1 PVT Pavetta-sp. XXX XXX 1.7 1 N -1 -1 -1
191 180 7 6 1 PVT Pavetta-sp. XXX XXX 1.5 1 N -1 -1 -1
191 180 7 7 1 BRC-HUI Brachylaena-huillensis XXX XXX 22.6 7 N -1 -1 -1
191 180 7 8 1 BRC-HUI Brachylaena-huillensis XXX XXX 25.7 1 N -1 -1 3
191 180 7 9 1 BRC-HUI Brachylaena-huillensis XXX XXX 31.7 7 N -1 -1 -1
191 180 7 10 1 BRC-HUI Brachylaena-huillensis XXX XXX 29 7 N -1 -1 -1
191 180 7 11 1 BRC-HUI Brachylaena-huillensis XXX XXX 31.2 1 N -1 -1 10
191 180 7 12 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 38.5 1 N 43 23 9
191 180 7 13 1 BRC-HUI Brachylaena-huillensis XXX XXX 18 7 N -1 -1 -1
191 180 7 14 1 BRC-HUI Brachylaena-huillensis XXX XXX 23 1 N -1 -1 1.5
191 180 7 14 2 BRC-HUI Brachylaena-huillensis XXX XXX 16.3 1 N -1 -1 -1
191 180 7 15 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 13.2 1 N -1 -1 -1
191 180 7 16 1 MAY Maytenus-sp. XXX XXX 7.5 1 N -1 -1 -1
191 180 7 17 1 MAY Maytenus-sp. XXX XXX 6 1 N 7 6 -1
191 180 7 18 1 BRC Brachylaena-sp. XXX XXX 99 1 N -1 -1 5
191 180 6 1 1 BIO-ABY Biophytum-abyssinicum XXX XXX 6.4 1 N -1 -1 -1
191 180 6 2 1 MAY Maytenus-sp. XXX XXX 5.4 1 N -1 -1 -1
191 180 6 3 1 ZNT-CHA Zanthoxylum-chalybeum XXX XXX 40.7 1 N -1 -1 7
191 180 6 4 1 BRI-BRI Bridelia-brideliifolia XXX XXX 14.3 1 N 14.7 12 -1
191 180 6 5 1 ROT-ENG Rothmannia-engleriana XXX XXX 11.7 1 N -1 -1 -1
191 180 6 6 1 MAY Maytenus-sp. XXX XXX 6.2 1 N -1 -1 -1
191 180 6 6 2 MAY Maytenus-sp. XXX XXX 4.2 1 N -1 -1 -1
191 180 6 6 3 MAY Maytenus-sp. XXX XXX 3.3 1 N -1 -1 -1
191 180 6 7 1 MAY Maytenus-sp. XXX XXX 3 1 N 3.3 6 -1
191 180 6 8 1 BIO-ABY Biophytum-abyssinicum XXX XXX 4.4 1 N -1 -1 -1
191 180 6 9 1 GRW-TEN Grewia-tenax XXX XXX 4.3 1 N -1 -1 -1
191 180 6 10 1 MAY Maytenus-sp. XXX XXX 20 1 N -1 -1 5
191 180 6 11 1 ZNT-CHA Zanthoxylum-chalybeum XXX XXX 25.2 1 N -1 -1 5
191 180 6 12 1 MND-JUN Monodora-junodii XXX XXX 14 1 N 15 7 -1
191 180 6 13 1 MRK-OBT Markhamia-obtusifolia XXX XXX 33.7 1 N -1 -1 7
191 180 6 14 1 UNKNOWN UNKNOWN XXX XXX 22.3 1 N -1 -1 3
191 180 6 15 1 UNKNOWN UNKNOWN XXX XXX 21.8 1 N -1 -1 2.5
191 180 6 16 1 BPH-STU Baphiopsis-stuhlmannii XXX XXX 41 1 N -1 -1 2
191 180 5 1 1 BRH-MIC Brachystegia-microphylla XXX XXX 70 1 N 72 25 9
191 180 5 2 1 BRH-MIC Brachystegia-microphylla XXX XXX 53 1 N -1 -1 9
191 180 5 3 1 CMB-GRA Combretum-grandifolium XXX XXX 10 1 N -1 -1 -1
191 180 5 4 1 CMB Combretum-sp. XXX XXX 20 1 N -1 -1 4
191 180 5 5 1 MLT-STU Millettia-stuhlmannii XXX XXX 49 1 N -1 -1 6
191 180 5 6 1 GRW-TEN Grewia-tenax XXX XXX 5 1 N 5.8 4 -1
191 180 5 7 1 GRW-TEN Grewia-tenax XXX XXX 4.8 1 N -1 -1 -1
191 180 5 8 1 GRW-TEN Grewia-tenax XXX XXX 5.1 1 N -1 -1 -1
191 180 5 9 1 GRW-TEN Grewia-tenax XXX XXX 4.4 1 N -1 -1 -1
191 180 5 10 1 GRW-TEN Grewia-tenax XXX XXX 28 1 N -1 -1 -1
191 180 4 1 1 MRK-LUT Markhamia-lutea XXX XXX 2.6 1 N 6.8 2 -1
191 180 4 2 1 MLT-STU Millettia-stuhlmannii XXX XXX 9 1 N -1 -1 -1
191 180 4 3 1 MLT-STU Millettia-stuhlmannii XXX XXX 15 1 N -1 -1 -1
191 180 4 4 1 MLT-STU Millettia-stuhlmannii XXX XXX 12 1 N -1 -1 -1
191 180 4 5 1 MLT-STU Millettia-stuhlmannii XXX XXX 17.9 1 N -1 -1 -1
191 180 4 6 1 MLT-STU Millettia-stuhlmannii XXX XXX 16 1 N 18.2 12 -1
191 180 4 7 1 MLT-STU Millettia-stuhlmannii XXX XXX 9.1 1 N -1 -1 -1
191 180 4 8 1 MLT-STU Millettia-stuhlmannii XXX XXX 15.8 1 N -1 -1 -1
191 180 4 9 1 MLT-STU Millettia-stuhlmannii XXX XXX 15.7 1 N -1 -1 -1
191 180 4 10 1 MAR-DIS Margaritaria-discoidea XXX XXX 23.8 1 N -1 -1 2.5
191 180 4 11 1 MAR-DIS Margaritaria-discoidea XXX XXX 15.7 1 N 20 11 -1
191 180 4 12 1 CMB-GRA Combretum-grandifolium XXX XXX 12.5 1 N -1 -1 -1
191 180 4 13 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 9 1 N -1 -1 -1
191 180 4 14 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 13 1 N -1 -1 -1
191 180 4 15 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 6.3 1 N -1 -1 -1
191 180 4 16 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 5 7 N -1 -1 -1
191 180 4 17 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 7.5 1 N 11.5 8 -1
191 180 4 18 1 CMB-GRA Combretum-grandifolium XXX XXX 5.6 1 N -1 -1 -1
191 180 4 19 1 BYR-BOI Byrsocarpus-boivinianus XXX XXX 7 1 N -1 -1 -1
191 180 4 20 1 BYR-BOI Byrsocarpus-boivinianus XXX XXX 5.5 1 N -1 -1 -1
191 180 4 21 1 BYR-BOI Byrsocarpus-boivinianus XXX XXX 6 1 N -1 -1 -1
191 180 4 22 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 16.2 7 N -1 -1 -1
