clusx clusy plot tree stem spec.1 spec.2 spec.3 spec.4 dbh health.id origi.1 stumpd totalh boleh 
186 188 2 21 1 MLT-STU Millettia-stuhlmannii XXX XXX 20 1 N -1 -1 7.5
186 188 2 22 1 MRK Markhamia-sp. XXX XXX 24.5 1 N -1 -1 5
186 188 2 23 1 COM Commiphora-sp. XXX XXX 22 1 N 24 6 4
186 188 1 1 1 HMN Hymenocardia-sp. XXX XXX 5.2 1 N -1 -1 -1
186 188 1 1 2 HMN-ULM Hymenocardia-ulmoides XXX XXX 3.2 7 N -1 -1 -1
186 188 1 1 3 HMN-ULM Hymenocardia-ulmoides XXX XXX 11 1 N -1 -1 -1
186 188 1 2 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 2.8 1 N -1 -1 -1
186 188 1 2 2 HMN-ULM Hymenocardia-ulmoides XXX XXX 4.2 1 N -1 -1 -1
186 188 1 2 3 HMN-ULM Hymenocardia-ulmoides XXX XXX 4.5 1 N 6.8 6 -1
186 188 1 3 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 6 1 N -1 -1 -1
186 188 1 4 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 4.2 1 N -1 -1 -1
186 188 1 5 1 VAN Vangueria-sp. XXX XXX 8.5 1 N -1 -1 -1
186 188 1 5 2 VAN Vangueria-sp. XXX XXX 12.5 1 N -1 -1 -1
186 188 1 5 3 VAN Vangueria-sp. XXX XXX 8.9 1 N 34.3 8 -1
186 188 1 6 1 MRK Markhamia-sp. XXX XXX 13.8 1 N -1 -1 -1
186 188 1 7 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 9.7 1 N -1 -1 -1
186 188 1 8 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 12.5 1 N -1 -1 -1
186 188 1 9 1 XXX Hymenocardia-ulmoides XXX XXX 7 1 N -1 -1 -1
186 188 1 10 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 17 1 N 34.5 9 -1
186 188 1 10 2 HMN-ULM Hymenocardia-ulmoides XXX XXX 19 1 N -1 -1 -1
186 188 1 11 1 HMN-ULM Hymenocardia-ulmoides XXX XXX 14 1 N -1 -1 -1
186 188 1 12 1 HMN Hymenocardia-sp. XXX XXX 20.5 1 N -1 -1 2
186 188 1 13 1 HMN Hymenocardia-sp. XXX XXX 12 1 N -1 -1 -1
186 188 1 14 1 HMN Hymenocardia-sp. XXX XXX 14 1 N 16.5 9 -1
186 188 1 15 1 MRK-OBT Markhamia-obtusifolia XXX XXX 22.5 1 N -1 -1 -1
186 188 1 16 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 29 1 N -1 -1 9
186 188 1 17 1 RCN Ricinodendron-sp. XXX XXX 13.5 1 N -1 -1 -1
186 188 1 18 1 RCN Ricinodendron-sp. XXX XXX 20 1 N -1 -1 -1
189 196 1 1 1 DOM-CIN Dombeya-cincinnata XXX XXX 1 7 N -1 -1 -1
189 196 1 2 1 DOM-CIN Dombeya-cincinnata XXX XXX 1.6 7 N -1 -1 -1
189 196 1 3 1 XXX Dombeya-cincinnata XXX XXX 1.3 7 N -1 -1 -1
189 196 1 4 1 DOM-CIN Dombeya-cincinnata XXX XXX 2 7 N -1 -1 -1
189 196 1 5 1 DOM-CIN Dombeya-cincinnata XXX XXX 1.1 7 N -1 -1 -1
189 196 1 6 1 DOM-CIN Dombeya-cincinnata XXX XXX 1 7 N -1 -1 -1
189 196 1 7 1 DOM-CIN Dombeya-cincinnata XXX XXX 1 7 N -1 -1 -1
189 196 1 8 1 DOM-CIN Dombeya-cincinnata XXX XXX 1.1 7 N -1 -1 -1
189 196 1 9 1 MRK-LUT Markhamia-lutea XXX XXX 2.5 2 N -1 -1 -1
189 196 1 9 2 MRK-LUT Markhamia-lutea XXX XXX 1.5 7 N -1 -1 -1
189 196 1 10 1 MRK-LUT Markhamia-lutea XXX XXX 4.3 1 N 5.6 4.5 -1
189 196 1 11 1 MRK-LUT Markhamia-lutea XXX XXX 4.2 1 N -1 -1 -1
189 196 1 12 1 MRK-LUT Markhamia-lutea XXX XXX 4.5 1 N -1 -1 -1
189 196 1 13 1 MRK-LUT Markhamia-lutea XXX XXX 1.1 7 N -1 -1 -1
189 196 1 14 1 MRK-LUT Markhamia-lutea XXX XXX 2.9 1 N -1 -1 -1
189 196 1 15 1 DOM-CIN Dombeya-cincinnata XXX XXX 1.8 7 N -1 -1 -1
189 196 1 16 1 DOM-CIN Dombeya-cincinnata XXX XXX 1.8 7 N -1 -1 -1
189 196 1 17 1 XXX Dombeya-cincinnata XXX XXX 1.5 7 N -1 -1 -1
189 196 1 18 1 DOM-CIN Dombeya-cincinnata XXX XXX 1.1 7 N -1 -1 -1
189 196 1 19 1 DOM-CIN Dombeya-cincinnata XXX XXX 1.4 7 N -1 -1 -1
189 196 1 20 1 ANA-OCC Anacardium-occidentale XXX XXX 10.6 1 N 13.1 5.5 -1
189 196 1 21 1 ANA-OCC Anacardium-occidentale XXX XXX 13.9 1 N -1 -1 -1
189 196 1 22 1 ANA-OCC Anacardium-occidentale XXX XXX 7.5 1 N -1 -1 -1
189 196 1 23 1 ANA-OCC Anacardium-occidentale XXX XXX 5.2 1 N -1 -1 -1
189 196 1 24 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 16.3 1 N -1 -1 -1
189 196 1 24 2 PTL-MYR Pteleopsis-myrtifolia XXX XXX 11 1 N 14.5 6 -1
189 196 1 25 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 12.3 1 N -1 -1 -1
189 196 1 26 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 14.6 1 N -1 -1 -1
189 196 1 27 1 BUR-AFR Burkea-africana XXX XXX 70 7 N -1 -1 4
189 196 2 1 1 CMB-ZEY Combretum-zeyheri XXX XXX 5.4 1 N -1 -1 -1
189 196 2 2 1 CMB-ZEY Combretum-zeyheri XXX XXX 4.2 1 N 5 2.3 -1
189 196 2 2 2 CMB-ZEY Combretum-zeyheri XXX XXX 4.4 1 N -1 -1 -1
189 196 2 3 1 CMB-ZEY Combretum-zeyheri XXX XXX 3.8 1 N -1 -1 -1
189 196 2 4 1 CMB-ZEY Combretum-zeyheri XXX XXX 4.9 1 N -1 -1 -1
189 196 2 5 1 CMB-ZEY Combretum-zeyheri XXX XXX 4.8 1 N -1 -1 -1
189 196 2 6 1 CMB-ZEY Combretum-zeyheri XXX XXX 5 1 N 6.8 4.5 -1
189 196 2 6 2 CMB-MOL Combretum-molle XXX XXX 11.1 1 N -1 -1 -1
189 196 2 7 1 CMB-MOL Albizia-petersiana XXX XXX 10.7 1 N -1 -1 -1
189 196 2 8 1 ALB-PET Combretum-molle XXX XXX 22.7 1 N -1 -1 3
189 196 2 9 1 CMB-MOL Combretum-molle XXX XXX 21 1 N -1 -1 4
189 196 3 1 1 LON-BUS Lonchocarpus-bussei XXX XXX 8.6 1 N 9.5 5.5 -1
189 196 3 1 2 LON-BUS Lonchocarpus-bussei XXX XXX 6.4 1 N -1 -1 -1
189 196 3 1 3 LON-BUS Lonchocarpus-bussei XXX XXX 3.4 1 N -1 -1 -1
189 196 3 1 4 LON-BUS Lonchocarpus-bussei XXX XXX 2.2 7 N -1 -1 -1
189 196 3 2 1 DEI-BOR Deinbollia-borbonica XXX XXX 1.5 7 N -1 -1 -1
189 196 3 3 1 BUR-AFR Burkea-africana XXX XXX 3.4 7 N -1 -1 -1
189 196 3 4 1 BUR-AFR Burkea-africana XXX XXX 3.7 7 N -1 -1 -1
189 196 3 5 1 BUR-AFR Burkea-africana XXX XXX 5.8 1 N 7.9 4.5 -1
189 196 3 5 2 BUR-AFR Burkea-africana XXX XXX 4.7 1 N -1 -1 -1
189 196 3 6 1 BUR-AFR Burkea-africana XXX XXX 2.1 1 N -1 -1 -1
189 196 3 7 1 BUR-AFR Burkea-africana XXX XXX 9 1 N -1 -1 -1
189 196 3 8 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 6.2 1 P -1 -1 -1
189 196 3 9 1 ANA-OCC Anacardium-occidentale XXX XXX 24 1 P 31.2 6 1.5
189 196 3 10 1 ANA-OCC Anacardium-occidentale XXX XXX 21.2 7 P -1 -1 3
189 196 3 10 2 ANA-OCC Anacardium-occidentale XXX XXX 29.3 7 P -1 -1 6
189 196 3 10 3 ANA-OCC Anacardium-occidentale XXX XXX 48.5 1 P -1 -1 4
189 196 3 11 1 ANA-OCC Anacardium-occidentale XXX XXX 39.5 1 P -1 -1 4
189 196 3 12 1 ANA-OCC Anacardium-occidentale XXX XXX 29.7 2 P -1 -1 2.5
189 196 4 1 1 MAR-DIS Margaritaria-discoidea XXX XXX 1.6 1 N 3.3 2.5 -1
189 196 4 2 1 MAR-DIS Margaritaria-discoidea XXX XXX 2.6 1 N -1 -1 -1
189 196 4 2 2 MAR-DIS Margaritaria-discoidea XXX XXX 1.3 1 N -1 -1 -1
189 196 4 3 1 MAR-DIS Margaritaria-discoidea XXX XXX 1.2 1 N -1 -1 -1
189 196 4 3 2 MAR-DIS Margaritaria-discoidea XXX XXX 1.3 1 N -1 -1 -1
189 196 4 3 3 MAR-DIS Margaritaria-discoidea XXX XXX 1.4 1 N 1.7 3.5 -1
189 196 4 3 4 MAR-DIS Margaritaria-discoidea XXX XXX 1 1 N -1 -1 -1
189 196 4 4 1 ANA-OCC Anacardium-occidentale XXX XXX 35 1 P -1 -1 2
189 196 4 4 2 ANA-OCC Anacardium-occidentale XXX XXX 43.5 1 P -1 -1 2.5
189 196 4 4 3 ANA-OCC Anacardium-occidentale XXX XXX 45.3 1 P -1 -1 2
189 196 4 4 4 ANA-OCC Anacardium-occidentale XXX XXX 45.8 1 P 46.8 12 1.5
189 196 4 5 1 ANA-OCC Anacardium-occidentale XXX XXX 24 1 P -1 -1 1.5
189 196 5 1 1 TAR-CAM Tarchonanthus-camphoratus XXX XXX 4.9 1 N -1 -1 -1
189 196 5 2 1 TAR-CAM Tarchonanthus-camphoratus XXX XXX 1.8 1 N -1 -1 -1
189 196 5 3 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 1.6 1 N -1 -1 -1
189 196 5 4 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 1.8 1 N 3.2 2.5 -1
189 196 5 5 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 2.4 1 N -1 -1 -1
189 196 5 6 1 ANA-OCC Anacardium-occidentale XXX XXX 32.5 1 P -1 -1 2.5
189 196 5 6 2 ANA-OCC Anacardium-occidentale XXX XXX 27.7 1 P -1 -1 2
189 196 5 6 3 ANA-OCC Anacardium-occidentale XXX XXX 32.3 1 P -1 -1 2
189 196 5 6 4 ANA-OCC Anacardium-occidentale XXX XXX 40.3 1 P 41.4 11 2
189 196 5 7 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 16 1 N -1 -1 -1
189 196 5 8 1 ANA-OCC Anacardium-occidentale XXX XXX 38.5 1 P -1 -1 2.5
189 196 6 1 1 HIP-PAR Hippocratea-parviflora XXX XXX 5 1 N -1 -1 -1
189 196 6 2 1 STR-SPI Strychnos-spinosa XXX XXX 7.1 1 N -1 -1 -1
189 196 6 3 1 DSP-FIS Diospyros-fischeri XXX XXX 5.7 1 N 8.8 5.5 -1
189 196 6 4 1 JUL-GLO Julbernardia-globiflora XXX XXX 9.3 1 N -1 -1 -1
189 196 6 5 1 JUL-GLO Julbernardia-globiflora XXX XXX 9.1 1 N -1 -1 -1
189 196 6 6 1 PTR-ANG Pterocarpus-angolensis XXX XXX 9.8 1 N -1 -1 -1
189 196 6 6 2 PTR-ANG Pterocarpus-angolensis XXX XXX 10.4 1 N -1 -1 -1
189 196 6 7 1 JUL-GLO Julbernardia-globiflora XXX XXX 6.2 1 N 9.2 7 -1
189 196 6 8 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 7 1 N -1 -1 -1
189 196 6 9 1 JUL-GLO Julbernardia-globiflora XXX XXX 11.2 1 N -1 -1 -1
189 196 6 10 1 JUL-GLO Julbernardia-globiflora XXX XXX 11.3 1 N -1 -1 -1
189 196 7 1 1 ANA-OCC Anacardium-occidentale XXX XXX 11.8 1 P -1 -1 -1
189 196 7 1 2 ANA-OCC Anacardium-occidentale XXX XXX 14.6 1 P 16.2 4.5 -1
189 196 7 1 3 ANA-OCC Anacardium-occidentale XXX XXX 12 1 P -1 -1 -1
189 196 7 1 4 ANA-OCC Anacardium-occidentale XXX XXX 11 1 P -1 -1 -1
189 196 7 2 1 ANA-OCC Anacardium-occidentale XXX XXX 20.8 1 P -1 -1 2
189 196 7 2 2 ANA-OCC Anacardium-occidentale XXX XXX 13.2 1 P -1 -1 -1
189 196 7 2 3 ANA-OCC Anacardium-occidentale XXX XXX 14 1 P 15.7 4.5 -1
189 196 8 1 1 LNN-HUM Lannea-humilis XXX XXX 1.1 1 N -1 -1 -1
189 196 8 2 1 COM-AFR Commiphora-africana XXX XXX 1 1 N -1 -1 -1
189 196 8 3 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 2.8 1 N -1 -1 -1
189 196 8 3 2 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 1.8 1 N -1 -1 -1
189 196 8 4 1 JUL-GLO Julbernardia-globiflora XXX XXX 2 1 N 3.5 3.5 -1
189 196 8 4 2 DIC-CIN Dichrostachys-cinerea XXX XXX 1.2 1 N -1 -1 -1
189 196 8 5 1 JUL-GLO Julbernardia-globiflora XXX XXX 3.6 1 N -1 -1 -1
189 196 8 5 2 JUL-GLO Julbernardia-globiflora XXX XXX 1.8 1 N -1 -1 -1
189 196 8 6 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 7.4 1 N -1 -1 -1
189 196 8 7 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 7.8 1 N 10.4 5 -1
189 196 8 8 1 DIP-CON Diplorhynchus-condylocarpon XXX XXX 7.7 1 N -1 -1 -1
189 196 8 8 2 DIP-CON Diplorhynchus-condylocarpon XXX XXX 6.6 1 N -1 -1 -1
189 196 8 9 1 DAL-NIT Dalbergia-nitidula XXX XXX 5.2 1 N -1 -1 -1
189 196 8 10 1 JUL-GLO Julbernardia-globiflora XXX XXX 7.3 1 N -1 -1 -1
189 196 8 11 1 PSL-MAP Pseudolachnostylis-maprouneifolia XXX XXX 5.3 1 N 7 6 -1
189 196 8 12 1 PTR-ANG Pterocarpus-angolensis XXX XXX 12 1 N -1 -1 -1
189 196 9 1 1 BRI-MIC Bridelia-micrantha XXX XXX 2 1 N -1 -1 -1
189 196 9 2 1 BRI-MIC Bridelia-micrantha XXX XXX 2 1 N -1 -1 -1
189 196 9 3 1 COM-AFR Commiphora-africana XXX XXX 1.5 1 N -1 -1 -1
189 196 9 4 1 COM-AFR Commiphora-africana XXX XXX 4 1 N 4.4 5 -1
189 196 9 5 1 COM-AFR Commiphora-africana XXX XXX 3.3 1 N -1 -1 -1
189 196 9 6 1 DSP-ZAM Diospyros-zambensis XXX XXX 2.1 1 N -1 -1 -1
189 196 9 7 1 DSP-ZAM Diospyros-zambensis XXX XXX 1.6 1 N -1 -1 -1
189 196 9 8 1 DEI-BOR Deinbollia-borbonica XXX XXX 1.5 1 N -1 -1 -1
189 196 9 9 1 DEI-BOR Deinbollia-borbonica XXX XXX 1.7 1 N 2.5 2.5 -1
189 196 9 10 1 COM-AFR Commiphora-africana XXX XXX 2.8 1 N -1 -1 -1
189 196 9 11 1 COM-AFR Commiphora-africana XXX XXX 3.5 1 N -1 -1 -1
189 196 9 12 1 COM-AFR Commiphora-africana XXX XXX 2.8 1 N -1 -1 -1
189 196 9 13 1 DEI-BOR Deinbollia-borbonica XXX XXX 3.5 1 N -1 -1 -1
189 196 9 14 1 COM-AFR Commiphora-africana XXX XXX 2 1 N 2.2 3 -1
189 196 9 15 1 COM-AFR Commiphora-africana XXX XXX 2.6 1 N -1 -1 -1
189 196 9 16 1 COM-AFR Commiphora-africana XXX XXX 3.3 1 N -1 -1 -1
189 196 9 17 1 COM-AFR Commiphora-africana XXX XXX 2 1 N -1 -1 -1
189 196 9 18 1 COM-AFR Commiphora-africana XXX XXX 3.2 1 N -1 -1 -1
189 196 9 19 1 AFZ-QUA Afzelia-quanzensis XXX XXX 5 1 N 6.7 7 -1
189 196 9 20 1 STE-QUI Sterculia-quinqueloba XXX XXX 24.9 1 N -1 -1 5
189 196 10 1 1 ANA-OCC Anacardium-occidentale XXX XXX 29.8 1 P -1 2 -1
189 196 10 1 2 ANA-OCC Anacardium-occidentale XXX XXX 22.7 1 P -1 1.5 -1
189 196 10 1 3 ANA-OCC Anacardium-occidentale XXX XXX 30.1 1 P -1 3 -1
216 134 1 1 1 COC-NUC Cocos-nucifera XXX XXX 27 1 P -1 6 1.5
216 134 5 1 1 CIT-SIN Citrus-sinensis XXX XXX 13 1 P -1 -1 -1
216 134 5 1 2 CIT-SIN Citrus-sinensis XXX XXX 12 1 P -1 -1 -1
216 134 5 1 3 CIT-SIN Citrus-sinensis XXX XXX 10 1 P -1 -1 -1
216 134 5 1 4 CIT-SIN Citrus-sinensis XXX XXX 10.5 1 P 14 4.5 -1
216 134 6 1 1 MAN-IND Mangifera-indica XXX XXX 65 1 P -1 16 5
216 134 6 1 2 MAN-IND Mangifera-indica XXX XXX 98 1 P -1 15 4
216 134 6 2 1 MAN-IND Mangifera-indica XXX XXX 16 1 P -1 -1 -1
216 134 6 2 2 MAN-IND Mangifera-indica XXX XXX 16 1 P -1 -1 -1
216 134 6 3 1 MAN-IND Mangifera-indica XXX XXX 12 1 P 29 4 -1
216 134 6 3 2 MAN-IND Mangifera-indica XXX XXX 16 1 P -1 -1 -1
216 134 6 3 3 MAN-IND Mangifera-indica XXX XXX 15 1 P -1 -1 -1
216 134 6 4 1 GRE-ROB Grevillea-robusta XXX XXX 22 1 P -1 10 4
216 134 7 1 1 COC-NUC Cocos-nucifera XXX XXX 31 1 P -1 12 5
216 134 7 2 1 ART-HET Artocarpus-heterophyllus XXX XXX 26 1 P 41 9 4
216 134 7 3 1 COC-NUC Cocos-nucifera XXX XXX 29 1 P -1 8 3
216 134 8 1 1 ANA-OCC Anacardium-occidentale XXX XXX 5 1 P -1 -1 -1
216 134 8 1 2 ANN-OCC Anacardium-occidentale XXX XXX 3 1 P -1 -1 -1
216 134 8 1 3 ANN-OCC Anacardium-occidentale XXX XXX 3 1 P -1 -1 -1
216 134 8 1 4 ANN-OCC Anacardium-occidentale XXX XXX 4.5 1 P 7 3 -1
216 134 8 2 1 ANN-SEN Annona-senegalensis XXX XXX 12 1 N -1 -1 -1
216 134 8 3 1 LNN-SCH Lannea-schweinfurthii XXX XXX 11 1 N -1 -1 -1
216 134 9 1 1 CIT-SIN Citrus-sinensis XXX XXX 16 1 P -1 -1 -1
216 134 9 2 1 CIT-SIN Citrus-sinensis XXX XXX 20 1 P -1 4 1.5
216 134 10 1 1 ART-HET Artocarpus-heterophyllus XXX XXX 31 1 P 45 11 3
220 200 1 1 1 CRO Croton-sp. XXX XXX 1 1 N -1 -1 -1
220 200 1 2 1 CRO Croton-sp. XXX XXX 2 1 N -1 -1 -1
220 200 1 3 1 CRO Croton-sp. XXX XXX 1.1 1 N -1 -1 -1
220 200 1 4 1 PTL Pteleopsis-sp. XXX XXX 7.5 1 N -1 -1 -1
220 200 1 5 1 MRK Markhamia-sp. XXX XXX 5.5 1 N 7.5 7 -1
220 200 1 6 1 MRK Markhamia-sp. XXX XXX 5 1 N -1 -1 -1
220 200 1 7 1 MRK Markhamia-sp. XXX XXX 6 1 N -1 -1 -1
220 200 1 8 1 ALB Albizia-sp. XXX XXX 26 7 N -1 -1 -1
220 200 1 9 1 ALB Albizia-sp. XXX XXX 28 7 N -1 -1 -1
220 200 1 10 1 MRK-OBT Markhamia-obtusifolia XXX XXX 5.5 1 N 7 5 -1
220 200 1 11 1 ALB Albizia-sp. XXX XXX 22 1 N -1 9 5
220 200 1 12 1 MRK-OBT Markhamia-obtusifolia XXX XXX 7 1 N -1 -1 -1
220 200 1 12 2 MRK-OBT Markhamia-obtusifolia XXX XXX 10.3 1 N -1 -1 -1
220 200 1 13 1 ALB Albizia-sp. XXX XXX 18 1 N -1 -1 -1
220 200 1 14 1 ALB Albizia-sp. XXX XXX 24 1 N 26 12 5
220 200 2 1 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 17 1 N -1 -1 -1
220 200 2 2 1 ALB Albizia-sp. XXX XXX 12.5 1 N -1 -1 -1
220 200 2 3 1 CMM Commelina-sp. XXX XXX 10 1 N -1 -1 -1
220 200 2 4 1 CRO Croton-sp. XXX XXX 1.2 1 N -1 -1 -1
220 200 2 5 1 CRO Croton-sp. XXX XXX 1.5 1 N 2 2 -1
220 200 2 6 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 1.1 1 N -1 -1 -1
220 200 2 7 1 GRW Grewia-sp. XXX XXX 1.2 1 N -1 -1 -1
220 200 3 1 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 28 1 N -1 12 5
220 200 3 2 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 4 7 N -1 -1 -1
220 200 3 3 1 XLT-TET Xylotheca-tettensis XXX XXX 4 2 N -1 -1 -1
220 200 3 4 1 MRK-OBT Markhamia-obtusifolia XXX XXX 6 1 N 8 5 -1
220 200 3 5 1 MRK-OBT Markhamia-obtusifolia XXX XXX 8.2 1 N -1 -1 -1
220 200 3 6 1 PTL Pteleopsis-sp. XXX XXX 8.1 1 N -1 -1 -1
220 200 3 7 1 MRK-OBT Markhamia-obtusifolia XXX XXX 18 1 N -1 -1 -1
220 200 3 8 1 CRO Croton-sp. XXX XXX 14 1 N -1 -1 -1
220 200 3 9 1 CRO Croton-sp. XXX XXX 17 2 N -1 -1 -1
220 200 3 10 1 COM Commiphora-sp. XXX XXX 20.5 1 N 25 13 8
220 200 3 11 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 23 2 N -1 -1 -1
220 200 3 12 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 6 1 N -1 -1 -1
220 200 3 13 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 10 1 N -1 -1 -1
220 200 5 1 1 PTL Pteleopsis-sp. XXX XXX 1.4 1 N -1 -1 -1
220 200 5 2 1 PTL Pteleopsis-sp. XXX XXX 2.3 1 N 2.3 6 -1
220 200 5 3 1 PTL Pteleopsis-sp. XXX XXX 7.5 1 N -1 -1 -1
220 200 5 3 2 PTL Pteleopsis-sp. XXX XXX 8 1 N -1 -1 -1
220 200 5 4 1 AFZ-QUA Afzelia-quanzensis XXX XXX 18 1 N -1 -1 -1
220 200 5 4 2 AFZ Afzelia-sp. XXX XXX 20 1 N -1 12 7
220 200 5 5 1 PTL Pteleopsis-sp. XXX XXX 4.5 1 N 7 8 -1
220 200 5 6 1 PTL Pteleopsis-sp. XXX XXX 4.4 1 N -1 -1 -1
220 200 5 7 1 PTL Pteleopsis-sp. XXX XXX 7 1 N -1 -1 -1
220 200 5 8 1 PTL Pteleopsis-sp. XXX XXX 3 1 N -1 -1 -1
220 200 5 9 1 PTL Pteleopsis-sp. XXX XXX 2 1 N -1 -1 -1
220 200 5 10 1 PTL Pteleopsis-sp. XXX XXX 2.1 1 N 3 5 -1
220 200 5 11 1 PTL Pteleopsis-sp. XXX XXX 7.5 1 N -1 -1 -1
220 200 5 12 1 PTL Pteleopsis-sp. XXX XXX 7 1 N -1 -1 -1
220 200 5 13 1 PTL Pteleopsis-sp. XXX XXX 2 1 N -1 -1 -1
220 200 5 14 1 PTL Pteleopsis-sp. XXX XXX 6.3 1 N -1 -1 -1
220 200 5 15 1 PTL Pteleopsis-sp. XXX XXX 2.5 1 N 3 6 -1
220 200 5 16 1 MRK-OBT Markhamia-obtusifolia XXX XXX 2 1 N -1 -1 -1
220 200 5 17 1 PTL Pteleopsis-sp. XXX XXX 7.5 1 N -1 -1 -1
220 200 5 18 1 PTL Pteleopsis-sp. XXX XXX 5 1 N -1 -1 -1
220 200 5 19 1 AFZ-QUA Afzelia-quanzensis XXX XXX 16.5 1 N -1 -1 -1
220 200 5 20 1 AFZ-QUA Afzelia-quanzensis XXX XXX 17 1 N 22 13 -1
220 200 5 21 1 AFZ-QUA Afzelia-quanzensis XXX XXX 17.5 1 N -1 -1 -1
220 200 5 22 1 AFZ-QUA Afzelia-quanzensis XXX XXX 20.5 1 N -1 15 5
220 200 5 23 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 12 1 N -1 -1 -1
220 200 6 1 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 9 1 N -1 -1 -1
220 200 6 2 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 9 1 N -1 -1 -1
220 200 6 3 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 7.7 1 N 11 9 -1
220 200 6 4 1 SCL-BIR Sclerocarya-birrea XXX XXX 5.5 1 N -1 -1 -1
220 200 6 5 1 MRK-OBT Markhamia-obtusifolia XXX XXX 9 1 N -1 -1 -1
220 200 6 6 1 ANA-OCC Anacardium-occidentale XXX XXX 15 1 N -1 -1 -1
220 200 6 6 2 ANA-OCC Anacardium-occidentale XXX XXX 13 1 N -1 -1 -1
220 200 6 7 1 PTR-ANG Pterocarpus-angolensis XXX XXX 15 1 N 21 9 -1
220 200 6 7 2 PTR-ANG Pterocarpus-angolensis XXX XXX 14 1 N -1 -1 -1
220 200 6 7 3 PTR-ANG Pterocarpus-angolensis XXX XXX 13.5 1 N -1 -1 -1
220 200 6 8 1 MRK-OBT Markhamia-obtusifolia XXX XXX 2 7 N -1 -1 -1
220 200 6 8 2 MRK-OBT Markhamia-obtusifolia XXX XXX 1.5 7 N -1 -1 -1
220 200 7 1 1 MAP-AFR Maprounea-africana XXX XXX 37 1 N 46 11 7
220 200 7 2 1 BRH-SPI Brachystegia-spiciformis XXX XXX 41 1 N -1 13 7
220 200 7 3 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 22 1 N -1 8 4
220 200 7 4 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 19 1 N -1 -1 -1
220 200 7 5 1 CRP-FEB Crossopteryx-febrifuga XXX XXX 14 1 N -1 -1 -1
220 200 9 1 1 VAN-TOM Vangueria-tomentosa XXX XXX 5 2 N -1 -1 -1
220 200 9 2 1 PTL-MYR Pteleopsis-myrtifolia XXX XXX 37 1 N 54 12 6
220 200 9 2 2 PTL-MYR Pteleopsis-myrtifolia XXX XXX 35 1 N -1 13 5
220 200 9 3 1 DAL Dalbergia-sp. XXX XXX 5.3 1 N -1 -1 -1
220 200 9 3 2 DAL Dalbergia-sp. XXX XXX 7 1 N -1 -1 -1
220 200 9 4 1 MRK-OBT Markhamia-obtusifolia XXX XXX 42.5 2 N -1 -1 -1
220 200 9 5 1 SCL-BIR Sclerocarya-birrea XXX XXX 61 1 N 64 11 7
220 200 9 6 1 MRK-OBT Markhamia-obtusifolia XXX XXX 40.5 2 N -1 -1 -1
220 200 9 7 1 DOM Dombeya-sp. XXX XXX 14 1 N -1 -1 -1
220 200 10 1 1 SCR-LON Securidaca-longipedunculata XXX XXX 12 -1 N -1 -1 -1
220 200 10 2 1 SCR-LON Securidaca-longipedunculata XXX XXX 11 1 N -1 -1 -1
220 200 10 3 1 PTR-ANG Pterocarpus-angolensis XXX XXX 14.3 1 N 16 9 -1
220 200 10 4 1 PTR-ANG Pterocarpus-angolensis XXX XXX 52 7 N -1 -1 -1
220 200 10 5 1 DOM Dombeya-sp. XXX XXX 26 7 N -1 -1 -1
220 200 10 5 2 DOM Dombeya-sp. XXX XXX 25 7 N -1 -1 -1
191 204 1 1 1 AFZ-QUA Afzelia-quanzensis XXX XXX 27.3 1 N -1 -1 3
191 204 1 2 1 SYZ-OWA Syzygium-owariensis XXX XXX 10.2 1 N -1 -1 -1
